YearDrafted,Player,OverallRank,VORP,Team,OverallReDraft,RankDeficit,RankDeficitWeighted
2014,Edy Tavares,43,0.0,ATL,26,17.0,0.3953488372093023
2014,Nick Johnson,42,-0.3,HOU,32,10.0,0.23809523809523808
2014,Nikola Jokić,41,21.2,DEN,1,40.0,0.975609756097561
2014,Glenn Robinson,40,-0.5,MIN,39,1.0,0.025
2014,Jerami Grant,39,2.0,PHI,16,23.0,0.5897435897435898
2014,Spencer Dinwiddie,38,2.1,DET,15,23.0,0.6052631578947368
2014,DeAndre Daniels,37,-5.0,TOR,54,-17.0,-0.4594594594594595
2014,Johnny O'Bryant,36,-1.9,MIL,52,-16.0,-0.4444444444444444
2014,Jarnell Stokes,35,0.1,UTA,24,11.0,0.3142857142857143
2014,Cleanthony Early,34,-0.8,NYK,43,-9.0,-0.2647058823529412
2014,Joe Harris,33,2.2,CLE,13,20.0,0.6060606060606061
2014,K.J. McDaniels,32,-0.7,PHI,41,-9.0,-0.28125
2014,Damien Inglis,31,-0.2,MIL,29,2.0,0.06451612903225806
2014,Kyle Anderson,30,6.1,SAS,5,25.0,0.8333333333333334
2014,Josh Huestis,29,-0.5,OKC,39,-10.0,-0.3448275862068966
2014,C.J. Wilcox,28,-0.3,LAC,32,-4.0,-0.14285714285714285
2014,Bogdan Bogdanović,27,1.2,PHO,18,9.0,0.3333333333333333
2014,P.J. Hairston,26,-1.0,MIA,45,-19.0,-0.7307692307692307
2014,Clint Capela,25,7.3,HOU,2,23.0,0.92
2014,Shabazz Napier,24,0.5,CHH,22,2.0,0.08333333333333333
2014,Rodney Hood,23,2.2,UTA,13,10.0,0.43478260869565216
2014,Jordan Adams,22,0.1,MEM,24,-2.0,-0.09090909090909091
2014,Mitch McGary,21,-0.2,OKC,29,-8.0,-0.38095238095238093
2014,Bruno Caboclo,20,0.2,TOR,23,-3.0,-0.15
2014,Gary Harris,19,4.3,CHI,9,10.0,0.5263157894736842
2014,Tyler Ennis,18,-1.5,PHO,49,-31.0,-1.7222222222222223
2014,James Young,17,-0.4,BOS,35,-18.0,-1.0588235294117647
2014,Jusuf Nurkić,16,5.9,CHI,7,9.0,0.5625
2014,Adreian Payne,15,-1.2,ATL,47,-32.0,-2.1333333333333333
2014,T.J. Warren,14,1.3,PHO,17,-3.0,-0.21428571428571427
2014,Zach LaVine,13,0.9,MIN,19,-6.0,-0.46153846153846156
2014,Dario Šarić,12,2.3,ORL,12,0.0,0.0
2014,Doug McDermott,11,-1.8,DEN,50,-39.0,-3.5454545454545454
2014,Elfrid Payton,10,4.2,PHI,10,0.0,0.0
2014,Noah Vonleh,9,-0.8,CHH,43,-34.0,-3.7777777777777777
2014,Nik Stauskas,8,-2.1,SAC,53,-45.0,-5.625
2014,Julius Randle,7,3.6,LAL,11,-4.0,-0.5714285714285714
2014,Marcus Smart,6,6.4,BOS,4,2.0,0.3333333333333333
2014,Dante Exum,5,-1.3,UTA,48,-43.0,-8.6
2014,Aaron Gordon,4,5.3,ORL,8,-4.0,-1.0
2014,Joel Embiid,3,6.5,PHI,3,0.0,0.0
2014,Jabari Parker,2,0.9,MIL,19,-17.0,-8.5
2014,Andrew Wiggins,1,-1.8,CLE,50,-49.0,-49.0
2015,Luka Mitrović,60,-5.0,PHI,45,15.0,0.25
2015,Dimitrios Agravanis,59,-5.0,ATL,45,14.0,0.23728813559322035
2015,J.P. Tokoto,58,-5.0,PHI,45,13.0,0.22413793103448276
2015,Nikola Radičević,57,-5.0,DEN,45,12.0,0.21052631578947367
2015,Branden Dawson,56,0.0,NOP,24,32.0,0.5714285714285714
2015,Cady Lalanne,55,-5.0,SAS,45,10.0,0.18181818181818182
2015,Dani Díez de la Faya,54,-5.0,UTA,45,9.0,0.16666666666666666
2015,Sir'Dominic Pointer,53,-5.0,CLE,45,8.0,0.1509433962264151
2015,Satnam Singh Bhamara,52,-5.0,DAL,45,7.0,0.1346153846153846
2015,Tyler Harvey,51,-5.0,ORL,45,6.0,0.11764705882352941
2015,Marcus Eriksson,50,-5.0,ATL,45,5.0,0.1
2015,Aaron White,49,-5.0,WAS,45,4.0,0.08163265306122448
2015,Dakari Johnson,48,0.1,OKC,21,27.0,0.5625
2015,Artūras Gudaitis,47,-5.0,PHI,45,2.0,0.0425531914893617
2015,Norman Powell,46,0.6,MIL,20,26.0,0.5652173913043478
2015,Marcus Thornton,45,-5.0,BOS,45,0.0,0.0
2015,Andrew Harrison,44,-0.5,PHO,34,10.0,0.22727272727272727
2015,Joe Young,43,-0.9,IND,39,4.0,0.09302325581395349
2015,Olivier Hanlan,42,-5.0,UTA,45,-3.0,-0.07142857142857142
2015,Pat Connaughton,41,1.2,BRK,18,23.0,0.5609756097560976
2015,Josh Richardson,40,5.6,MIA,4,36.0,0.9
2015,Juan Pablo Vaulet,39,-5.0,CHO,45,-6.0,-0.15384615384615385
2015,Darrun Hilliard,38,-0.7,DET,38,0.0,0.0
2015,Richaun Holmes,37,3.0,PHI,10,27.0,0.7297297297297297
2015,Rakeem Christmas,36,-0.1,MIN,28,8.0,0.2222222222222222
2015,Willy Hernangómez,35,1.4,PHI,15,20.0,0.5714285714285714
2015,Anthony Brown,34,-0.5,LAL,34,0.0,0.0
2015,Jordan Mickey,33,-0.3,BOS,32,1.0,0.030303030303030304
2015,Montrezl Harrell,32,5.6,HOU,4,28.0,0.875
2015,Cedi Osman,31,-0.2,MIN,30,1.0,0.03225806451612903
2015,Kevon Looney,30,3.1,GSW,9,21.0,0.7
2015,Chris McCullough,29,0.0,BRK,24,5.0,0.1724137931034483
2015,R.J. Hunter,28,-0.1,BOS,28,0.0,0.0
2015,Larry Nance,27,6.3,LAL,3,24.0,0.8888888888888888
2015,Nikola Milutinov,26,-5.0,SAS,45,-19.0,-0.7307692307692307
2015,Jarell Martin,25,-1.3,MEM,40,-15.0,-0.6
2015,Tyus Jones,24,0.8,CLE,19,5.0,0.20833333333333334
2015,Rondae Hollis-Jefferson,23,1.4,POR,15,8.0,0.34782608695652173
2015,Bobby Portis,22,0.0,CHI,24,-2.0,-0.09090909090909091
2015,Justin Anderson,21,0.1,DAL,21,0.0,0.0
2015,Delon Wright,20,3.6,TOR,8,12.0,0.6
2015,Jerian Grant,19,0.0,WAS,24,-5.0,-0.2631578947368421
2015,Sam Dekker,18,0.1,HOU,21,-3.0,-0.16666666666666666
2015,Rashad Vaughn,17,-1.5,MIL,42,-25.0,-1.4705882352941178
2015,Terry Rozier,16,2.0,BOS,12,4.0,0.25
2015,Kelly Oubre,15,-0.4,ATL,33,-18.0,-1.2
2015,Cameron Payne,14,-0.6,OKC,36,-22.0,-1.5714285714285714
2015,Devin Booker,13,2.0,PHO,12,1.0,0.07692307692307693
2015,Trey Lyles,12,-0.6,UTA,36,-24.0,-2.0
2015,Myles Turner,11,6.8,IND,2,9.0,0.8181818181818182
2015,Justise Winslow,10,2.0,MIA,12,-2.0,-0.2
2015,Frank Kaminsky,9,1.3,CHO,17,-8.0,-0.8888888888888888
2015,Stanley Johnson,8,-0.2,DET,30,-22.0,-2.75
2015,Emmanuel Mudiay,7,-2.8,DEN,44,-37.0,-5.285714285714286
2015,Willie Cauley-Stein,6,4.7,SAC,6,0.0,0.0
2015,Mario Hezonja,5,-1.3,ORL,40,-35.0,-7.0
2015,Kristaps Porziņģis,4,2.8,NYK,11,-7.0,-1.75
2015,Jahlil Okafor,3,-1.5,PHI,42,-39.0,-13.0
2015,D'Angelo Russell,2,4.6,LAL,7,-5.0,-2.5
2015,Karl-Anthony Towns,1,19.6,MIN,1,0.0,0.0
2016,Tyrone Wallace,60,-0.7,UTA,44,16.0,0.26666666666666666
2016,Isaiah Cousins,59,-5.0,SAC,55,4.0,0.06779661016949153
2016,Abdel Nader,58,-1.0,BOS,48,10.0,0.1724137931034483
2016,Wang Zhelin,57,-5.0,MEM,55,2.0,0.03508771929824561
2016,Daniel Hamilton,56,-0.2,DEN,35,21.0,0.375
2016,Marcus Paige,55,0.0,BRK,22,33.0,0.6
2016,Kay Felder,54,-0.8,ATL,45,9.0,0.16666666666666666
2016,Petr Cornelie,53,-5.0,DEN,55,-2.0,-0.03773584905660377
2016,Joel Bolomboy,52,0.0,UTA,22,30.0,0.5769230769230769
2016,Ben Bentil,51,-0.1,BOS,27,24.0,0.47058823529411764
2016,Georges Niang,50,-0.1,IND,27,23.0,0.46
2016,Michael Gbinije,49,-0.1,DET,27,22.0,0.4489795918367347
2016,Paul Zipser,48,-1.2,CHI,51,-3.0,-0.0625
2016,Jake Layman,47,0.1,ORL,20,27.0,0.574468085106383
2016,A.J. Hammons,46,-0.1,DAL,27,19.0,0.41304347826086957
2016,Demetrius Jackson,45,0.0,BOS,22,23.0,0.5111111111111111
2016,Isaïa Cordinier,44,-5.0,ATL,55,-11.0,-0.25
2016,Zhou Qi,43,-0.2,HOU,35,8.0,0.18604651162790697
2016,Isaiah Whitehead,42,-1.4,UTA,52,-10.0,-0.23809523809523808
2016,Stephen Zimmerman,41,-0.1,ORL,27,14.0,0.34146341463414637
2016,Diamond Stone,40,-0.1,NOP,27,13.0,0.325
2016,David Michineau,39,-5.0,NOP,55,-16.0,-0.41025641025641024
2016,Patrick McCaw,38,-0.2,MIL,35,3.0,0.07894736842105263
2016,Chinanu Onuaku,37,0.0,HOU,22,15.0,0.40540540540540543
2016,Malcolm Brogdon,36,2.6,MIL,5,31.0,0.8611111111111112
2016,Rade Zagorac,35,-5.0,BOS,55,-20.0,-0.5714285714285714
2016,Tyler Ulis,34,-1.9,PHO,54,-20.0,-0.5882352941176471
2016,Cheick Diallo,33,-0.2,LAC,35,-2.0,-0.06060606060606061
2016,Ivica Zubac,32,0.4,LAL,13,19.0,0.59375
2016,Deyonta Davis,31,0.2,BOS,16,15.0,0.4838709677419355
2016,Damian Jones,30,0.2,GSW,16,14.0,0.4666666666666667
2016,Dejounte Murray,29,1.2,SAS,9,20.0,0.6896551724137931
2016,Skal Labissière,28,-0.3,PHO,40,-12.0,-0.42857142857142855
2016,Pascal Siakam,27,5.4,TOR,2,25.0,0.9259259259259259
2016,Furkan Korkmaz,26,-0.1,PHI,27,-1.0,-0.038461538461538464
2016,Brice Johnson,25,0.0,LAC,22,3.0,0.12
2016,Timothé Luwawu-Cabarrot,24,-1.6,PHI,53,-29.0,-1.2083333333333333
2016,Ante Žižić,23,-0.2,BOS,35,-12.0,-0.5217391304347826
2016,Malachi Richardson,22,-0.8,CHO,45,-23.0,-1.0454545454545454
2016,DeAndre' Bembry,21,-0.6,ATL,43,-22.0,-1.0476190476190477
2016,Caris LeVert,20,1.5,IND,8,12.0,0.6
2016,Malik Beasley,19,0.2,DEN,16,3.0,0.15789473684210525
2016,Henry Ellenson,18,-0.8,DET,45,-27.0,-1.5
2016,Wade Baldwin,17,-0.5,MEM,42,-25.0,-1.4705882352941178
2016,Guerschon Yabusele,16,0.1,BOS,20,-4.0,-0.25
2016,Juan Hernangómez,15,0.4,DEN,13,2.0,0.13333333333333333
2016,Denzel Valentine,14,0.6,CHI,12,2.0,0.14285714285714285
2016,Georgios Papagiannis,13,-0.1,PHO,27,-14.0,-1.0769230769230769
2016,Taurean Waller-Prince,12,0.8,UTA,10,2.0,0.16666666666666666
2016,Domantas Sabonis,11,2.3,ORL,6,5.0,0.45454545454545453
2016,Thon Maker,10,0.2,MIL,16,-6.0,-0.6
2016,Jakob Pöltl,9,4.2,TOR,3,6.0,0.6666666666666666
2016,Marquese Chriss,8,-0.4,SAC,41,-33.0,-4.125
2016,Jamal Murray,7,2.2,DEN,7,0.0,0.0
2016,Buddy Hield,6,2.7,NOP,4,2.0,0.3333333333333333
2016,Kris Dunn,5,0.7,MIN,11,-6.0,-1.2
2016,Dragan Bender,4,-1.0,PHO,48,-44.0,-11.0
2016,Jaylen Brown,3,0.3,BOS,15,-12.0,-4.0
2016,Brandon Ingram,2,-1.0,LAL,48,-46.0,-23.0
2016,Ben Simmons,1,8.7,PHI,1,0.0,0.0
2017,Alpha Kaba,60,-5.0,ATL,54,6.0,0.1
2017,Jaron Blossomgame,59,-0.3,SAS,36,23.0,0.3898305084745763
2017,Ognjen Jaramaz,58,-5.0,NYK,54,4.0,0.06896551724137931
2017,Aleksandar Vezenkov,57,-5.0,BRK,54,3.0,0.05263157894736842
2017,Jabari Bird,56,0.0,BOS,23,33.0,0.5892857142857143
2017,Nigel Williams-Goss,55,-5.0,UTA,54,1.0,0.01818181818181818
2017,Alec Peters,54,-0.1,PHO,31,23.0,0.42592592592592593
2017,Kadeem Allen,53,0.0,BOS,23,30.0,0.5660377358490566
2017,Edmond Sumner,52,-0.1,NOP,31,21.0,0.40384615384615385
2017,Monte Morris,51,1.1,DEN,12,39.0,0.7647058823529411
2017,Mathias Lessort,50,-5.0,PHI,54,-4.0,-0.08
2017,Vlatko Čančar,49,-5.0,DEN,54,-5.0,-0.10204081632653061
2017,Sindarius Thornwell,48,0.0,MIL,23,25.0,0.5208333333333334
2017,Ike Anigbogu,47,0.0,IND,23,24.0,0.5106382978723404
2017,Sterling Brown,46,-0.3,PHI,36,10.0,0.21739130434782608
2017,Dillon Brooks,45,-1.0,HOU,49,-4.0,-0.08888888888888889
2017,Damyean Dotson,44,-0.3,NYK,36,8.0,0.18181818181818182
2017,Isaiah Hartenstein,43,0.1,HOU,20,23.0,0.5348837209302325
2017,Thomas Bryant,42,1.3,UTA,9,33.0,0.7857142857142857
2017,Tyler Dorsey,41,-0.9,ATL,47,-6.0,-0.14634146341463414
2017,Dwayne Bacon,40,-1.0,NOP,49,-9.0,-0.225
2017,Jawun Evans,39,-0.7,PHI,45,-6.0,-0.15384615384615385
2017,Jordan Bell,38,1.5,CHI,7,31.0,0.8157894736842105
2017,Semi Ojeleye,37,-0.8,BOS,46,-9.0,-0.24324324324324326
2017,Jonah Bolden,36,0.5,PHI,16,20.0,0.5555555555555556
2017,Ivan Rabb,35,0.3,ORL,19,16.0,0.45714285714285713
2017,Frank Mason,34,-0.6,SAC,43,-9.0,-0.2647058823529412
2017,Wesley Iwundu,33,-0.6,ORL,43,-10.0,-0.30303030303030304
2017,Davon Reed,32,-0.3,PHO,36,-4.0,-0.125
2017,Frank Jackson,31,-0.9,CHO,47,-16.0,-0.5161290322580645
2017,Josh Hart,30,1.3,UTA,9,21.0,0.7
2017,Derrick White,29,1.4,SAS,8,21.0,0.7241379310344828
2017,Tony Bradley,28,0.0,LAL,23,5.0,0.17857142857142858
2017,Kyle Kuzma,27,0.6,BRK,15,12.0,0.4444444444444444
2017,Caleb Swanigan,26,-0.4,POR,41,-15.0,-0.5769230769230769
2017,Anžejs Pasečņiks,25,-5.0,ORL,54,-29.0,-1.16
2017,Tyler Lydon,24,0.0,UTA,23,1.0,0.041666666666666664
2017,OG Anunoby,23,1.2,TOR,11,12.0,0.5217391304347826
2017,Jarrett Allen,22,3.2,BRK,2,20.0,0.9090909090909091
2017,Terrance Ferguson,21,-0.1,OKC,31,-10.0,-0.47619047619047616
2017,Harry Giles,20,0.0,POR,23,-3.0,-0.15
2017,John Collins,19,3.2,ATL,2,17.0,0.8947368421052632
2017,T.J. Leaf,18,-0.2,IND,34,-16.0,-0.8888888888888888
2017,D.J. Wilson,17,0.1,MIL,20,-3.0,-0.17647058823529413
2017,Justin Patton,16,0.0,CHI,23,-7.0,-0.4375
2017,Justin Jackson,15,-0.4,POR,41,-26.0,-1.7333333333333334
2017,Bam Adebayo,14,3.2,MIA,2,12.0,0.8571428571428571
2017,Donovan Mitchell,13,3.7,DEN,1,12.0,0.9230769230769231
2017,Luke Kennard,12,0.4,DET,17,-5.0,-0.4166666666666667
2017,Malik Monk,11,-1.1,CHO,51,-40.0,-3.6363636363636362
2017,Zach Collins,10,0.4,SAC,17,-7.0,-0.7
2017,Dennis Smith,9,-0.3,DAL,36,-27.0,-3.0
2017,Frank Ntilikina,8,-1.7,NYK,52,-44.0,-5.5
2017,Lauri Markkanen,7,0.1,MIN,20,-13.0,-1.8571428571428572
2017,Jonathan Isaac,6,1.1,ORL,12,-6.0,-1.0
2017,De'Aaron Fox,5,0.8,SAC,14,-9.0,-1.8
2017,Josh Jackson,4,-2.5,PHO,53,-49.0,-12.25
2017,Jayson Tatum,3,2.6,BOS,5,-2.0,-0.6666666666666666
2017,Lonzo Ball,2,2.6,LAL,5,-3.0,-1.5
2017,Markelle Fultz,1,-0.2,PHI,34,-33.0,-33.0
2018,Kostas Antetokounmpo,60,0.0,PHI,17,43.0,0.7166666666666667
2018,George King,59,0.0,PHO,17,42.0,0.711864406779661
2018,Thomas Welsh,58,0.0,DEN,17,41.0,0.7068965517241379
2018,Kevin Hervey,57,-5.0,OKC,54,3.0,0.05263157894736842
2018,Ray Spalding,56,-0.1,PHI,25,31.0,0.5535714285714286
2018,Arnoldas Kulboka,55,-5.0,CHO,54,1.0,0.01818181818181818
2018,Shake Milton,54,0.0,DAL,17,37.0,0.6851851851851852
2018,Devon Hall,53,-5.0,OKC,54,-1.0,-0.018867924528301886
2018,Vince Edwards,52,0.0,UTA,17,35.0,0.6730769230769231
2018,Tony Carr,51,-5.0,NOP,54,-3.0,-0.058823529411764705
2018,Alize Johnson,50,-0.1,IND,25,25.0,0.5
2018,Chimezie Metu,49,-0.3,SAS,41,8.0,0.16326530612244897
2018,Keita Bates-Diop,48,-0.1,MIN,25,23.0,0.4791666666666667
2018,Sviatoslav Mykhailiuk,47,-0.4,LAL,46,1.0,0.02127659574468085
2018,De'Anthony Melton,46,-0.1,HOU,25,21.0,0.45652173913043476
2018,Hamidou Diallo,45,-0.4,BRK,46,-1.0,-0.022222222222222223
2018,Issuf Sanon,44,-5.0,WAS,54,-10.0,-0.22727272727272727
2018,Justin Jackson,43,-5.0,DEN,54,-11.0,-0.2558139534883721
2018,Bruce Brown,42,0.0,DET,17,25.0,0.5952380952380952
2018,Jarred Vanderbilt,41,0.0,ORL,17,24.0,0.5853658536585366
2018,Rodions Kurucs,40,-0.1,BRK,25,15.0,0.375
2018,Isaac Bonga,39,-0.1,PHI,25,14.0,0.358974358974359
2018,Khyri Thomas,38,-0.2,PHI,36,2.0,0.05263157894736842
2018,Gary Trent,37,-0.2,SAC,36,1.0,0.02702702702702703
2018,Mitchell Robinson,36,2.7,NYK,2,34.0,0.9444444444444444
2018,Melvin Frazier,35,-0.1,ORL,25,10.0,0.2857142857142857
2018,Devonte' Graham,34,-0.4,ATL,46,-12.0,-0.35294117647058826
2018,Jalen Brunson,33,-0.2,DAL,36,-3.0,-0.09090909090909091
2018,Jevon Carter,32,-0.3,MEM,41,-9.0,-0.28125
2018,Élie Okobo,31,-0.9,PHO,51,-20.0,-0.6451612903225806
2018,Omari Spellman,30,0.2,ATL,13,17.0,0.5666666666666667
2018,Džanan Musa,29,-0.1,BRK,25,4.0,0.13793103448275862
2018,Jacob Evans,28,-0.3,GSW,41,-13.0,-0.4642857142857143
2018,Robert Williams,27,0.5,BOS,9,18.0,0.6666666666666666
2018,Landry Shamet,26,0.5,PHI,9,17.0,0.6538461538461539
2018,Moritz Wagner,25,-0.3,LAL,41,-16.0,-0.64
2018,Anfernee Simons,24,-0.2,POR,36,-12.0,-0.5
2018,Aaron Holiday,23,-0.1,IND,25,-2.0,-0.08695652173913043
2018,Chandler Hutchison,22,-0.5,CHI,49,-27.0,-1.2272727272727273
2018,Grayson Allen,21,-0.5,UTA,49,-28.0,-1.3333333333333333
2018,Josh Okogie,20,0.1,MIN,14,6.0,0.3
2018,Kevin Huerter,19,0.1,ATL,14,5.0,0.2631578947368421
2018,Lonnie Walker,18,-0.1,SAS,25,-7.0,-0.3888888888888889
2018,Donte DiVincenzo,17,0.0,MIL,17,0.0,0.0
2018,Zhaire Smith,16,-0.1,PHO,25,-9.0,-0.5625
2018,Troy Brown,15,-0.3,WAS,41,-26.0,-1.7333333333333334
2018,Michael Porter,14,-5.0,DEN,54,-40.0,-2.857142857142857
2018,Jerome Robinson,13,-0.2,LAC,36,-23.0,-1.7692307692307692
2018,Miles Bridges,12,0.6,LAC,7,5.0,0.4166666666666667
2018,Shai Gilgeous-Alexander,11,0.9,CHO,5,6.0,0.5454545454545454
2018,Mikal Bridges,10,1.1,PHI,4,6.0,0.6
2018,Kevin Knox,9,-2.2,NYK,53,-44.0,-4.888888888888889
2018,Collin Sexton,8,-2.1,CLE,52,-44.0,-5.5
2018,Wendell Carter,7,0.4,CHI,11,-4.0,-0.5714285714285714
2018,Mohamed Bamba,6,0.4,ORL,11,-5.0,-0.8333333333333334
2018,Trae Young,5,0.6,DAL,7,-2.0,-0.4
2018,Jaren Jackson,4,0.8,MEM,6,-2.0,-0.5
2018,Luka Dončić,3,3.6,ATL,1,2.0,0.6666666666666666
2018,Marvin Bagley,2,0.1,SAC,14,-12.0,-6.0
2018,Deandre Ayton,1,1.2,PHO,3,-2.0,-2.0
