ShotsPerGame,CurrentClub,PassingAccuracy,Rating,Player Age,MotM,RedCards,Minutes,YellowCards,AppearancesAsSub,Appearances,AerielsWon,Player,Assists,Goals
0.0,Norwich,45.96666666666667,6.646666666666666, 35,0,0,2273,0,2,20,0.2333333333333333,Michael McGovern,0,0
0.6499999999999999,Norwich,81.55000000000001,6.595, 19,1,0,4295,10,0,48,0.35,Max Aarons,6,2
0.4,Norwich,81.16,6.3180000000000005, 22,0,0,1092,1,21,8,0.02,Patrick Roberts,0,2
0.6,Norwich,64.7,6.2299999999999995, 25,0,0,762,2,26,7,0.5666666666666668,Dennis Srbeny,1,2
0.6,Norwich,85.44,6.636000000000001, 33,2,0,9370,33,9,83,1.4,Alexander Tettey,1,3
1.1199999999999999,Norwich,68.41999999999999,6.659999999999999, 26,2,0,7462,8,25,80,0.26,Onel Hernández,16,14
1.01,Norwich,73.9,6.340000000000001, 27,0,0,2311,4,47,19,1.1600000000000001,Josip Drmic,3,10
0.0,Norwich,63.550000000000004,6.645, 31,7,0,12907,6,1,16,0.325,Ralf Fährmann,0,0
0.9799999999999999,Norwich,75.61999999999999,6.634, 30,4,1,6680,14,45,73,1.0799999999999998,Mario Vrancic,12,17
0.2333333333333333,Norwich,84.43333333333334,6.446666666666668, 26,0,0,6355,16,10,69,1.3,Christoph Zimmermann,4,3
3.233333333333333,Norwich,71.46666666666667,7.016666666666667, 29,7,0,5087,5,0,0,0.13333333333333333,Teemu Pukki,11,38
1.2999999999999998,Norwich,81.0,7.023333333333333, 22,7,2,4406,12,14,41,0.5666666666666667,Emiliano Buendía,16,9
0.4333333333333333,Norwich,72.14999999999999,6.726666666666667, 26,1,1,3944,20,17,35,1.75,Sam Byram,2,3
0.0,Norwich,58.64000000000001,6.4719999999999995, 31,1,0,7320,5,0,0,0.4,Tim Krul,0,0
1.2,Norwich,81.5,6.67, 21,2,0,2368,4,6,18,0.35,Todd Cantwell,4,3
0.24999999999999997,Norwich,78.05,6.5249999999999995, 21,1,0,6589,11,3,19,0.825,Jamal Lewis,4,0
0.95,Norwich,83.15,6.915, 27,2,0,1906,3,7,21,2.6,Kenny McLean,6,4
0.5499999999999999,Norwich,89.45,6.827500000000001, 26,4,1,5656,12,14,65,2.25,Tom Trybull,0,4
0.725,Norwich,84.9375,6.4175, 26,1,0,3872,8,30,39,0.25,Moritz Leitner,2,2
0.66,Norwich,77.6,6.794, 27,6,1,7755,15,12,39,3.16,Grant Hanley,3,5
0.3333333333333333,Norwich,66.76666666666667,6.4799999999999995, 21,0,0,3172,3,7,26,1.4000000000000001,Ben Godfrey,2,4
0.4166666666666667,Norwich,86.89999999999999,6.676666666666667, 26,5,0,8485,13,20,66,1.5833333333333333,Ibrahim Amadou,1,2
1.44,Norwich,71.5,6.924000000000001, 28,12,0,10335,30,13,84,1.6600000000000001,Marco Stiepermann,11,16
0.0,Norwich,45.96666666666667,6.646666666666666, 35,0,0,2273,0,2,20,0.2333333333333333,Michael McGovern,0,0
0.6499999999999999,Norwich,81.55000000000001,6.595, 19,1,0,4295,10,0,48,0.35,Max Aarons,6,2
0.4,Norwich,81.16,6.3180000000000005, 22,0,0,1092,1,21,8,0.02,Patrick Roberts,0,2
